,pc1,pc2,pc3,target
0,6.115170220264785,-7.02589780130698,5.782452534960349,1.0
1,-6.709870295446376,-12.846659104727292,8.909919543492594,0.0
2,26.28840992389785,-3.8477311075788063,1.5745866910072341,1.0
3,-28.591550399326554,5.902390611081644,-7.85144388218982,0.0
4,18.905188511127097,-1.7534612302647148,-5.925255743148267,1.0
5,-17.20781645281985,-8.034415187021942,1.510708272194798,0.0
6,14.492102136953738,2.968107336740141,-22.557584527126643,1.0
7,9.096126969126338,-9.998716370440752,-25.55131510355488,0.0
8,-7.242622479491296,55.5137680143531,12.6061166284453,1.0
9,-6.604932553887442,-13.060264644653186,-4.68703972334876,0.0
10,22.71542441392473,-2.655372152354706,12.77685381759355,1.0
11,-4.874377599188258,-19.45327011467395,13.69893507461456,0.0
12,9.598481423683692,15.71473610366491,4.305955329675523,1.0
13,-11.039390080198242,-4.998562727880146,15.429976200740274,0.0
14,14.964285096468744,-12.027660243067547,-4.764663857511702,1.0
15,-7.931979535434171,-15.933234546283503,-8.575394225043803,0.0
16,1.6035525213776667,37.698718948793115,8.14378002145284,1.0
17,-24.466029871594227,-16.74068518897707,2.97171878924377,0.0
18,17.571430739072987,1.2967511680131838,-11.384826076605373,1.0
19,-2.4258162954608897,-2.5209139687042454,-14.723674152750872,0.0
20,10.189094728991623,10.063863525206129,-1.0532392968829223,1.0
21,-41.22772377331883,18.123102543125444,-19.877614476602208,0.0
22,31.392059767052643,2.195942294133068,3.9132512171137157,1.0
23,-1.6221626180092314,-8.525225290459991,-6.497514959968477,0.0
24,11.68375853192758,-21.170607502403826,11.388484477194025,1.0
25,-16.88838725343027,-14.884434198048364,6.5759132682633235,0.0
26,12.992112915359094,15.683427854276594,4.240567598662592,1.0
27,-11.094123992666646,-1.306525051370166,-14.554376708535933,0.0
28,29.79844180892001,1.5349524754343131,-9.171842518877465,1.0
29,-26.27192674892199,14.71872964556382,-6.076499595801743,0.0
30,-15.530277995766463,20.34609167269364,16.586473680685295,1.0
31,-7.802939482605089,-11.277231743886096,14.376253920490022,0.0
32,22.046988757400246,12.019279340617741,-6.007381668967836,1.0
33,-1.1781877606821933,-9.029083820574291,-15.10892654309442,0.0
34,17.34265537281515,-5.607438474337881,1.0197038836134302,1.0
35,-30.57225810698974,2.431883745586165,8.094184638146487,0.0
36,12.328029200725773,-9.87304108306755,1.376442319445882,1.0
37,-24.813265882458513,13.399548857458376,-1.887847162733268,0.0
38,7.6789086828854165,-9.646389098929884,6.602833020342651,1.0
39,-8.680259503121642,7.300331883541762,-6.89393787305772,0.0
40,17.655282726449524,0.45748198061685347,-3.222220481859963,1.0
41,-19.703559446821828,1.7804090167112325,7.170595684032417,0.0
42,-1.4098176611234394,15.229618456014324,5.027181370700497,1.0
43,-16.27315106546887,2.3025880107346537,-14.452154482140509,0.0
44,36.81229445732046,-4.763283184915578,0.5475783582311269,1.0
45,-0.07561314771510975,-17.88642840191615,-10.152946178083296,0.0
46,15.94639477916766,-3.952166275277334,-15.273419164302611,1.0
47,5.4035352221746615,-23.91462109475785,15.987137907299907,0.0
48,27.102963576483752,13.6157290563255,-26.555486508303225,1.0
49,-2.033226364815448,-5.899265709964515,5.886443160265421,0.0
50,12.162599107965397,-22.967496549711672,25.64086493662678,1.0
51,1.075151170583619,-18.383442690221102,11.920096336689381,0.0
52,16.764121042141156,-4.065519173426753,5.489046342382314,1.0
53,-7.035838034459034,1.5020321490791997,4.585500114098,0.0
54,8.71565997599222,1.6503437590762629,17.06852888813994,1.0
55,-17.466561676141367,-4.577353960412267,-2.3643299795821466,0.0
56,10.59868531145338,-1.966169690688445,-8.943144399173047,1.0
57,-21.785458415118956,5.415338215214878,-7.908059908531301,0.0
58,8.195257529612425,-10.942496283109941,22.493282568461098,1.0
59,-34.83034507875813,13.42937087980259,-17.5102944313169,0.0
60,5.566961501545621,29.09724383686744,23.414611102672087,1.0
61,-14.011883174207458,-14.354942141534666,1.7101392436004397,0.0
62,22.291300721591583,-0.904741625455626,-24.889055248206038,1.0
63,-10.676744774265472,-3.499111193708044,-13.92413430350865,0.0
64,-11.303465749351181,19.859117053282166,23.20091269899777,1.0
65,-4.799599834828298,-16.939864268820127,1.700227519313838,0.0
66,5.496301969988626,30.297069932162334,9.50181104730278,1.0
67,-18.99014666892534,-13.277613668875132,18.81308205205326,0.0
68,14.487432957602307,-1.847820569112946,-0.42081497652885463,1.0
69,-13.646791424209917,-20.389134072862838,3.161174099323213,0.0
70,8.846863491237515,22.989104666704446,3.224537822082403,1.0
71,-9.238842639007522,-10.216062207942414,-5.964483146939761,0.0
72,19.272005781107556,-12.928380229892596,16.405848778028407,1.0
73,-5.705338784887064,-11.299657247224111,-1.3111409481569825,0.0
74,40.63104635481417,-8.149485617504975,-3.436095982642326,1.0
75,-6.87032248744938,-11.564450436122598,-13.944373567664606,0.0
76,8.926862790205792,-10.537605385011029,9.873233380190694,1.0
77,-28.989287730839077,18.10354406643341,-21.397771949656487,0.0
78,4.713998809752848,-3.228899861873014,-23.980527497518047,1.0
79,-13.374692254315764,5.3720848123006,-11.005205052079267,0.0
80,25.48900185362784,-3.7694952942443596,-14.41046808499754,1.0
81,-29.4875571023685,18.78336609230125,-25.120144370101503,0.0
82,-3.9918623198759597,17.083594137106193,9.121897513836874,1.0
83,-24.518824417036768,8.530181469705388,-13.710720798014824,0.0
84,11.369306346855838,-12.701078643817699,4.389743291368684,1.0
85,-16.701560791157974,6.429715420750031,-14.005378685704718,0.0
86,-6.628943250711003,9.79491701463616,6.79018602820406,1.0
87,-13.972884252974223,-18.353018680151568,10.304534775263884,0.0
88,17.32055553112371,3.370487393027838,3.893758255773911,1.0
89,6.508366688762562,-23.053046806817292,21.06577839456547,0.0
90,-10.218424163168095,47.023796209279126,5.566301655982793,1.0
91,-3.566759597910974,-5.222664743258754,5.518909570301048,0.0
92,10.562536896200816,4.025277875614713,1.3696528904118772,1.0
93,-24.931319834164132,6.008105100723848,-9.773409400635447,0.0
94,17.771479458398808,5.8736530947607255,7.756019972577196,1.0
95,-3.9852016824050462,-15.581668067673421,-10.535789044704485,0.0
96,20.55044528107876,-6.943402416562958,2.1124869284791865,1.0
97,-0.3297960161108006,-8.016628372613713,6.003678977526558,0.0
98,5.128130218115423,12.439706972538154,15.249229316909169,1.0
99,-15.342774089205802,-16.59860056662906,5.619872878674577,0.0
100,13.312677429338816,-10.1811841536722,9.626009958581253,1.0
101,-13.573364145414434,-10.39006675113377,-10.652432697953564,0.0
102,8.104417555764625,41.12098038587731,11.710911180588411,1.0
103,-4.1936526677883705,-11.082854220056367,-11.59952787803155,0.0
104,23.19666965997083,-5.537038716830052,20.902451042601893,1.0
105,-12.623032080158403,0.7022723619419092,-3.5174103263929966,0.0
106,27.124432610879037,9.197486001962949,0.8083008350886008,1.0
107,-8.595931923448832,-8.41634974547076,-10.976385133185925,0.0
108,1.4473698508088515,11.166346839891096,9.877354458625108,1.0
109,-28.52894196235515,23.65110119324616,-23.770512568870007,0.0
